Transparency Q2 - 01.07.11 to 30.09.11 as at 28.10.11,,,,,
Name,Payment category,Amount,Department,Document no.,Post code
CHARIOTS,Education HTS Transport,"£3,060","Economy, Transport & Environment",7000785629,BN8 
CHARIOTS,Education HTS Transport,"£3,060","Economy, Transport & Environment",7000785657,BN8 
CHILLI GRAPHICS LTD,Passenger Services,"£2,660","Economy, Transport & Environment",4500536106,BN8 
CIVICA SERVICES (EDUCATION),E Business,"£2,724",Children's Services,4500528624,SW15
CIVICA SERVICES (EDUCATION),E Business,"£3,027",Children's Services,4500530580,SW15
CIVICA SERVICES (EDUCATION),E Business,£839,Children's Services,4500531936,SW15
CIVICA SERVICES (EDUCATION),E Business,£683,Children's Services,4500541107,SW15
THE CIVIL ENGINEERING PRACTICE,Projects,"£2,340",Corporate Resources,4500536164,BN41
CLEANSING SERVICE GROUP LTD,Transport & Environment,£558,Corporate Resources,4500525917,BN8 
CLEANSING SERVICE GROUP LTD,Transport & Environment,£642,Corporate Resources,4500525934,BN8 
CLEANSING SERVICE GROUP LTD,Transport & Environment,£642,Corporate Resources,4500528616,BN8 
CLEANSING SERVICE GROUP LTD,Head Office,£604,"Economy, Transport & Environment",4500529877,BN8 
CLEANSING SERVICE GROUP LTD,Head Office,£656,"Economy, Transport & Environment",4500529879,BN8 
CLEANSING SERVICE GROUP LTD,Head Office,£541,"Economy, Transport & Environment",4500534504,BN8 
CLEANSING SERVICE GROUP LTD,Head Office,£641,"Economy, Transport & Environment",4500534507,BN8 
CLEVELAND POTASH LTD,Head Office,"£1,004","Economy, Transport & Environment",4500535031,TS13
CLEVELAND POTASH LTD,Head Office,"£11,505","Economy, Transport & Environment",4500535034,TS13
CLIFFORD DANN,Rights of Way/ Countryside Management,"£1,200","Economy, Transport & Environment",4500534800,BN7 
CLIFFORD DANN,Capital Strategy Team,"£3,008",Children's Services,4500537760,BN7 
CLIFFORD DANN,Capital Strategy Team,"£3,008",Children's Services,4500537762,BN7 
CLIMPSON (BROS) TREE SURGEONS LTD,Environment,"£3,240","Economy, Transport & Environment",4500530284,BN20
CLIMPSON (BROS) TREE SURGEONS LTD,Environment,£576,"Economy, Transport & Environment",4500530286,BN20
CLIMPSON (BROS) TREE SURGEONS LTD,Environment,"£1,296","Economy, Transport & Environment",4500531282,BN20
CLIMPSON (BROS) TREE SURGEONS LTD,Head Office,"£2,340","Economy, Transport & Environment",4500533505,BN20
CLIMPSON (BROS) TREE SURGEONS LTD,Environment,"£1,944","Economy, Transport & Environment",4500535125,BN20
CLIMPSON (BROS) TREE SURGEONS LTD,Head Office,"£1,668","Economy, Transport & Environment",4500535485,BN20
CLIMPSON (BROS) TREE SURGEONS LTD,Environment,"£1,296","Economy, Transport & Environment",4500537874,BN20
CLIMPSON (BROS) TREE SURGEONS LTD,Environment,£930,"Economy, Transport & Environment",4500538063,BN20
CLIMPSON (BROS) TREE SURGEONS LTD,Environment,£624,"Economy, Transport & Environment",4500538130,BN20
SRCL,"Hastings, Bexhill & Rother PCT",£547,Adult Social Care,4500524157,LS10
SRCL,Eastbourne Downs PCT,£665,Adult Social Care,4500530004,LS10
SRCL,"Hastings, Bexhill & Rother PCT",£620,Adult Social Care,4500530433,LS10
SRCL,Eastbourne Downs PCT,£516,Adult Social Care,4500534518,LS10
SRCL,"Hastings, Bexhill & Rother PCT",£568,Adult Social Care,4500535052,LS10
CMI ENTERPRISES LIMITED,Training,"£1,582",Governance & Community Services,4500523954,NN17
CMI ENTERPRISES LIMITED,Personnel & Training,"£3,692",Governance & Community Services,4500531839,NN17
COASTAL COACHES,Passenger Services,"£52,136","Economy, Transport & Environment",7000775939,BN8 
COASTAL COACHES,Passenger Services,"£53,517","Economy, Transport & Environment",7000782536,BN8 
COASTAL COACHES,Passenger Services,"£27,150","Economy, Transport & Environment",7000786000,BN8 
COMMUNITY PLAYTHINGS,Hastings GSSG,"£1,008",Children's Services,4500531556,TN32
COMMUNITY PLAYTHINGS,Eastbourne GSSG,£518,Children's Services,4500537428,TN32
COMPASS TRAVEL,Passenger Services,"£51,126","Economy, Transport & Environment",3000270756,BN13
COMPASS TRAVEL,Passenger Services,"£51,126","Economy, Transport & Environment",3000270825,BN13
COMPASS TRAVEL,Passenger Services,"£25,810","Economy, Transport & Environment",3000275107,BN13
COMPASS TRAVEL,Passenger Services,"£51,167","Economy, Transport & Environment",3000275145,BN13
CONSERVATORS OF ASHDOWN FOREST,Environment,"£15,925","Economy, Transport & Environment",4000591913,RH18
CONSERVATORS OF ASHDOWN FOREST,High Weald AONB Unit,"£5,367","Economy, Transport & Environment",4500533755,RH18
CONSERVATORS OF ASHDOWN FOREST,High Weald AONB Unit,£638,"Economy, Transport & Environment",4500536141,RH18
CORONA ENERGY RETAIL 4 LTD,Primary,£599,Children's Services,3000272177,WD17
CORONA ENERGY RETAIL 4 LTD,Primary,£523,Children's Services,3000272210,WD17
CORONA ENERGY RETAIL 4 LTD,Secondary,"£1,641",Children's Services,3000272225,WD17
CORONA ENERGY RETAIL 4 LTD,Primary,£554,Children's Services,3000272226,WD17
CORONA ENERGY RETAIL 4 LTD,Secondary,"£1,092",Children's Services,3000272236,WD17
CORONA ENERGY RETAIL 4 LTD,Primary,£514,Children's Services,3000272237,WD17
CORONA ENERGY RETAIL 4 LTD,Special,£503,Children's Services,3000272239,WD17
CORONA ENERGY RETAIL 4 LTD,Primary,"£1,116",Children's Services,3000272251,WD17
CORONA ENERGY RETAIL 4 LTD,Secondary,£756,Children's Services,3000272301,WD17
CORONA ENERGY RETAIL 4 LTD,Primary,£662,Children's Services,3000272303,WD17
CORONA ENERGY RETAIL 4 LTD,Special,£531,Children's Services,3000272304,WD17
CORONA ENERGY RETAIL 4 LTD,Secondary,"£1,297",Children's Services,3000272308,WD17
CORONA ENERGY RETAIL 4 LTD,Primary,£729,Children's Services,3000272311,WD17
CORONA ENERGY RETAIL 4 LTD,Secondary,£703,Children's Services,3000272315,WD17
CORONA ENERGY RETAIL 4 LTD,Secondary,£615,Children's Services,3000272317,WD17
CORONA ENERGY RETAIL 4 LTD,Primary,£530,Children's Services,3000272318,WD17
CORONA ENERGY RETAIL 4 LTD,Primary,£747,Children's Services,3000272320,WD17
CORONA ENERGY RETAIL 4 LTD,Special,£632,Children's Services,3000272321,WD17
CORONA ENERGY RETAIL 4 LTD,Primary,"£1,566",Children's Services,3000272322,WD17
CORONA ENERGY RETAIL 4 LTD,Primary,£565,Children's Services,3000272337,WD17
CORONA ENERGY RETAIL 4 LTD,Primary,£525,Children's Services,3000272401,WD17
CORONA ENERGY RETAIL 4 LTD,Primary,£938,Children's Services,3000272403,WD17
CORONA ENERGY RETAIL 4 LTD,Primary,£517,Children's Services,3000272410,WD17
CORONA ENERGY RETAIL 4 LTD,Primary,£532,Children's Services,3000272412,WD17
CORONA ENERGY RETAIL 4 LTD,Primary,£532,Children's Services,3000272413,WD17
CORONA ENERGY RETAIL 4 LTD,Secondary,"£1,607",Children's Services,3000272414,WD17
CORONA ENERGY RETAIL 4 LTD,Secondary,£902,Children's Services,3000272422,WD17
CORONA ENERGY RETAIL 4 LTD,Secondary,£838,Children's Services,3000272424,WD17
CORONA ENERGY RETAIL 4 LTD,Secondary,"£1,685",Children's Services,3000272429,WD17
CORONA ENERGY RETAIL 4 LTD,Secondary,"£1,368",Children's Services,3000272456,WD17
CORONA ENERGY RETAIL 4 LTD,Primary,£624,Children's Services,3000272463,WD17
CORONA ENERGY RETAIL 4 LTD,Primary,£627,Children's Services,3000272464,WD17
CORONA ENERGY RETAIL 4 LTD,Special,"£1,230",Children's Services,3000272466,WD17
CORONA ENERGY RETAIL 4 LTD,Special,£780,Children's Services,3000272467,WD17
CORONA ENERGY RETAIL 4 LTD,Primary,"£1,181",Children's Services,3000272481,WD17
CORONA ENERGY RETAIL 4 LTD,Special,£848,Children's Services,3000272488,WD17
CORONA ENERGY RETAIL 4 LTD,Secondary,£958,Children's Services,3000272503,WD17
CORONA ENERGY RETAIL 4 LTD,Primary,£615,Children's Services,3000272505,WD17
CORONA ENERGY RETAIL 4 LTD,Special,£519,Children's Services,3000272512,WD17
CORONA ENERGY RETAIL 4 LTD,Primary,£852,Children's Services,3000272520,WD17
CORONA ENERGY RETAIL 4 LTD,Primary,£512,Children's Services,3000272522,WD17
CORONA ENERGY RETAIL 4 LTD,Primary,£731,Children's Services,3000272529,WD17
CORONA ENERGY RETAIL 4 LTD,Primary,"£1,643",Children's Services,3000272531,WD17
CORONA ENERGY RETAIL 4 LTD,Primary,£551,Children's Services,3000272532,WD17
CORONA ENERGY RETAIL 4 LTD,Primary,£957,Children's Services,3000274071,WD17
CORONA ENERGY RETAIL 4 LTD,"Hastings, Bexhill & Rother PCT","£1,019",Adult Social Care,4500526529,WD17
CORONA ENERGY RETAIL 4 LTD,Eastbourne Downs PCT,£535,Adult Social Care,4500526535,WD17
CORONA ENERGY RETAIL 4 LTD,Facilities Management,"£1,681",Corporate Resources,4500526536,WD17
CORONA ENERGY RETAIL 4 LTD,Eastbourne Downs PCT,£876,Adult Social Care,4500526555,WD17
CORONA ENERGY RETAIL 4 LTD,Libraries,£604,Governance & Community Services,4500526563,WD17
CORONA ENERGY RETAIL 4 LTD,Sussex Downs & Weald PCT,"£1,298",Adult Social Care,4500526571,WD17
CORONA ENERGY RETAIL 4 LTD,Eastbourne Downs PCT,£595,Adult Social Care,4500526578,WD17
CORONA ENERGY RETAIL 4 LTD,LD Respite Services,£580,Adult Social Care,4500526585,WD17
CORONA ENERGY RETAIL 4 LTD,Eastbourne Downs PCT,£788,Adult Social Care,4500526599,WD17
CORONA ENERGY RETAIL 4 LTD,Archives & Records,£509,Governance & Community Services,4500526749,WD17
CORONA ENERGY RETAIL 4 LTD,Eastbourne Downs PCT,£970,Adult Social Care,4500526757,WD17
CORONA ENERGY RETAIL 4 LTD,Secure Accomodation,£677,Adult Social Care,4500526804,WD17
CORONA ENERGY RETAIL 4 LTD,Facilities Management,£671,Corporate Resources,4500527134,WD17
CORONA ENERGY RETAIL 4 LTD,Children's Integrated Services Central,"£1,442",Children's Services,4500527156,WD17
CORONA ENERGY RETAIL 4 LTD,Facilities Management,"£1,023",Corporate Resources,4500528261,WD17
CORONA ENERGY RETAIL 4 LTD,Facilities Management,£812,Corporate Resources,4500528263,WD17
CORONA ENERGY RETAIL 4 LTD,Facilities Management,£709,Corporate Resources,4500528264,WD17
CORONA ENERGY RETAIL 4 LTD,"Hastings, Bexhill & Rother PCT",£865,Adult Social Care,4500531135,WD17
CORONA ENERGY RETAIL 4 LTD,Libraries,£550,Governance & Community Services,4500531139,WD17
CORONA ENERGY RETAIL 4 LTD,Facilities Management,"£1,531",Corporate Resources,4500531140,WD17
CORONA ENERGY RETAIL 4 LTD,Sussex Downs & Weald PCT,"£1,191",Adult Social Care,4500531162,WD17
CORONA ENERGY RETAIL 4 LTD,Secure Accomodation,£634,Adult Social Care,4500531179,WD17
CORONA ENERGY RETAIL 4 LTD,Eastbourne Downs PCT,£631,Adult Social Care,4500531201,WD17
CORONA ENERGY RETAIL 4 LTD,Eastbourne Downs PCT,"£1,005",Adult Social Care,4500531273,WD17
CORONA ENERGY RETAIL 4 LTD,Libraries,£559,Governance & Community Services,4500532526,WD17
CORONA ENERGY RETAIL 4 LTD,Eastbourne Downs PCT,£530,Adult Social Care,4500532529,WD17
CORONA ENERGY RETAIL 4 LTD,"Hastings, Bexhill & Rother PCT",£611,Adult Social Care,4500532539,WD17
CORPORATE TELECOMMUNICATIONS,Customer & Commercial Development,£958,"Economy, Transport & Environment",4500537366,WN7 
COUNTY IMAGE GROUP LTD,Strategic Costs GSSG,"£1,409",Children's Services,4500527769,BN8 
COUNTY IMAGE GROUP LTD,Libraries,£590,Governance & Community Services,4500527779,BN8 
COUNTY IMAGE GROUP LTD,Libraries,"£2,813",Governance & Community Services,4500528308,BN8 
COUNTY IMAGE GROUP LTD,Strategic Costs GSSG,"£1,409",Children's Services,4500531023,BN8 
COUNTY IMAGE GROUP LTD,Passenger Services,£864,"Economy, Transport & Environment",4500533498,BN8 
COUNTY IMAGE GROUP LTD,Performance Planning & Engagement,£603,Adult Social Care,4500534671,BN8 
COUNTY IMAGE GROUP LTD,Assessment & Care Management,£536,Adult Social Care,4500536341,BN8 
COVERGOLD LIMITED,Archives & Records,£576,Governance & Community Services,4500523781,NN3 
COVERGOLD LIMITED,Libraries,"£3,240",Governance & Community Services,4500523783,NN3 
S.ANDERSON,Education HTS Transport,£720,"Economy, Transport & Environment",7000779722,TN3 
S.ANDERSON,Education HTS Transport,£640,"Economy, Transport & Environment",7000787372,TN3 
CTLA LTD,Central,"£1,568",Adult Social Care,3000271153,BN9 
CTLA LTD,Central,"£1,568",Adult Social Care,3000272441,BN9 
CTLA LTD,Eastbourne Downs PCT,"£6,931",Adult Social Care,4500528108,BN9 
CTLA LTD,Eastbourne Downs PCT,"£6,616",Adult Social Care,4500534320,BN9 
CTLA LTD,Eastbourne Downs PCT,"£6,931",Adult Social Care,4500539237,BN9 
YOTTA DCL,Highways Teams & Offices,"£14,029","Economy, Transport & Environment",4500537127,CV32
DRH DESIGNS,Capital Strategy Team,£507,Children's Services,4500532350,BN8 
DRH DESIGNS,Facilities Management,£525,Corporate Resources,4500537567,BN8 
SWARCO TRAFFIC LIMITED,Street Lighting & Traffic Signals,"£5,987","Economy, Transport & Environment",4500532453,DL10
DATALINX COMPUTER SYSTEMS LTD,Libraries,"£2,245",Governance & Community Services,4500527067,RH19
DATALINX COMPUTER SYSTEMS LTD,Libraries,"£1,834",Governance & Community Services,4500534031,RH19
DATALINX COMPUTER SYSTEMS LTD,Libraries,"£2,187",Governance & Community Services,4500535605,RH19
DEANS PLACE HOTEL,Grants,£520,Children's Services,4500527673,BN26
DEANS PLACE HOTEL,Grants,£970,Children's Services,4500527777,BN26
DEANS PLACE HOTEL,Grants,£928,Children's Services,4500528202,BN26
DELANEY ESTATES LTD,Libraries,"£13,500",Governance & Community Services,4500521966,SW13
DELANEY ESTATES LTD,Libraries,£857,Governance & Community Services,4500522935,SW13
DELANEY ESTATES LTD,Libraries,"£13,500",Governance & Community Services,4500538481,SW13
DIRECT TRAVEL JOURNEYS,Passenger Services,"£1,434","Economy, Transport & Environment",3000272339,BN26
DIRECT TRAVEL JOURNEYS,Education HTS Transport,£950,"Economy, Transport & Environment",7000778592,BN26
DIRECT TRAVEL JOURNEYS,Education HTS Transport,"£1,088","Economy, Transport & Environment",7000778594,BN26
DIRECT TRAVEL JOURNEYS,Education HTS Transport,£972,"Economy, Transport & Environment",7000780267,BN26
DIRECT TRAVEL JOURNEYS,Education HTS Transport,"£1,938","Economy, Transport & Environment",7000780268,BN26
DIRECT TRAVEL JOURNEYS,Education HTS Transport,"£1,152","Economy, Transport & Environment",7000780270,BN26
DIRECT TRAVEL JOURNEYS,Education HTS Transport,£864,"Economy, Transport & Environment",7000786916,BN26
DIRECT TRAVEL JOURNEYS,Education HTS Transport,"£1,530","Economy, Transport & Environment",7000786918,BN26
DIRECT TRAVEL JOURNEYS,Education HTS Transport,£800,"Economy, Transport & Environment",7000786919,BN26
DIRECT TRAVEL JOURNEYS,Education HTS Transport,"£1,024","Economy, Transport & Environment",7000786920,BN26
DIRECT TRAVEL JOURNEYS,Education HTS Transport,£650,"Economy, Transport & Environment",7000792251,BN26
DRUSILLAS ZOO PARK LTD,External Funds,£543,Children's Services,3000271958,BN26
DRUSILLAS ZOO PARK LTD,External Funds,"£1,501",Children's Services,3000272023,BN26
AXIELL LIMITED,Libraries,"£15,128",Governance & Community Services,4500524202,NG8 
DV8 TRAINING (BRIGHTON) LTD,Grants,"£6,583",Children's Services,4500530490,BN1 
DV8 TRAINING (BRIGHTON) LTD,Grants,"£4,320",Children's Services,4500533372,BN1 
E & R MOFFAT LTD,School Meals,"£1,186",Children's Services,4500522515,FK4 
E & R MOFFAT LTD,School Meals,"£1,366",Children's Services,4500525239,FK4 
EASTBOURNE & COUNTRY TAXIS,Eastbourne Downs PCT,"£1,535",Adult Social Care,3000271156,BN21
EASTBOURNE & COUNTRY TAXIS,Eastbourne Downs PCT,"£6,033",Adult Social Care,3000271797,BN21
EASTBOURNE & COUNTRY TAXIS,Eastbourne Downs PCT,"£1,544",Adult Social Care,3000272633,BN21
EASTBOURNE & COUNTRY TAXIS,Eastbourne Downs PCT,"£1,301",Adult Social Care,3000273866,BN21
EASTBOURNE & COUNTRY TAXIS,Eastbourne Downs PCT,"£6,467",Adult Social Care,3000274056,BN21
EASTBOURNE & COUNTRY TAXIS,Eastbourne Downs PCT,"£1,479",Adult Social Care,3000275333,BN21
EASTBOURNE & COUNTRY TAXIS,Education HTS Transport,"£1,224","Economy, Transport & Environment",7000779861,BN21
EASTBOURNE & COUNTRY TAXIS,Education HTS Transport,"£1,972","Economy, Transport & Environment",7000779862,BN21
EASTBOURNE & COUNTRY TAXIS,Education HTS Transport,"£1,520","Economy, Transport & Environment",7000779863,BN21
EASTBOURNE & COUNTRY TAXIS,Education HTS Transport,£864,"Economy, Transport & Environment",7000779866,BN21
EASTBOURNE & COUNTRY TAXIS,Education HTS Transport,"£1,330","Economy, Transport & Environment",7000779868,BN21
EASTBOURNE & COUNTRY TAXIS,Education HTS Transport,"£1,845","Economy, Transport & Environment",7000779869,BN21
EASTBOURNE & COUNTRY TAXIS,Education HTS Transport,"£1,872","Economy, Transport & Environment",7000779870,BN21
EASTBOURNE & COUNTRY TAXIS,Education HTS Transport,"£2,337","Economy, Transport & Environment",7000779871,BN21
EASTBOURNE & COUNTRY TAXIS,Education HTS Transport,"£2,034","Economy, Transport & Environment",7000779872,BN21
EASTBOURNE & COUNTRY TAXIS,Education HTS Transport,£506,"Economy, Transport & Environment",7000779873,BN21
EASTBOURNE & COUNTRY TAXIS,Education HTS Transport,"£1,692","Economy, Transport & Environment",7000779874,BN21
EASTBOURNE & COUNTRY TAXIS,Education HTS Transport,"£2,546","Economy, Transport & Environment",7000779876,BN21
EASTBOURNE & COUNTRY TAXIS,Education HTS Transport,£720,"Economy, Transport & Environment",7000779877,BN21
EASTBOURNE & COUNTRY TAXIS,Education HTS Transport,£504,"Economy, Transport & Environment",7000779878,BN21
EASTBOURNE & COUNTRY TAXIS,Education HTS Transport,£512,"Economy, Transport & Environment",7000779880,BN21
EASTBOURNE & COUNTRY TAXIS,Education HTS Transport,"£1,584","Economy, Transport & Environment",7000779881,BN21
EASTBOURNE & COUNTRY TAXIS,Education HTS Transport,£773,"Economy, Transport & Environment",7000779882,BN21
EASTBOURNE & COUNTRY TAXIS,Education HTS Transport,£700,"Economy, Transport & Environment",7000779884,BN21
EASTBOURNE & COUNTRY TAXIS,Education HTS Transport,"£2,664","Economy, Transport & Environment",7000779885,BN21
EASTBOURNE & COUNTRY TAXIS,Education HTS Transport,"£1,436","Economy, Transport & Environment",7000783476,BN21
EASTBOURNE & COUNTRY TAXIS,Education HTS Transport,"£1,088","Economy, Transport & Environment",7000785788,BN21
EASTBOURNE & COUNTRY TAXIS,Education HTS Transport,"£1,131","Economy, Transport & Environment",7000785789,BN21
EASTBOURNE & COUNTRY TAXIS,Education HTS Transport,"£1,856","Economy, Transport & Environment",7000785791,BN21
EASTBOURNE & COUNTRY TAXIS,Education HTS Transport,"£1,200","Economy, Transport & Environment",7000785792,BN21
EASTBOURNE & COUNTRY TAXIS,Education HTS Transport,£864,"Economy, Transport & Environment",7000785794,BN21
